A,B,C
0.534100960107,2.20721328002,28.60e44
0.544277380788,2.12035792523,4.12e44
0.497132752873,1.98731727972,3.03e44
0.41623580118,1.13654962294,7.53e44
0.731127176434,2.32302298,7.45e44
0.464139762298,1.16864410286,2.67e44
0.716236668466,2.29420642905,10.99e44
0.489555310583,1.12736649141,10.21e44
1.20410688648,2.27766990284,2.22e44
1.26195826138,1.99487010659,5.01e44
0.690545366542,2.12280205881,14.18e44
0.709414201277,2.29138869246,7.30e44
0.551239022802,2.30870221411,15.40e44
0.419982897377,1.16633888567,2.92e44
0.620472157591,2.29706523994,9.16e44
0.502938393005,2.06273405584,9.55e44
0.820644770141,2.319308739,20.08e44
0.531517870433,2.16011858237,4.54e44
0.545861058557,2.12353716433,4.58e44
0.685899192635,1.39143079345,20.06e44
3.38035354332,2.03325174016,8.77e44
0.531991970489,2.13533496346,110.57e44
0.420954988534,1.88070828634,4.83e44
0.511643091895,2.18791119175,6.98e44
0.749859181358,2.48317348178,4.91e44
0.558485214283,2.08564455738,7.67e44
0.791105233923,1.97909487626,15.04e44
0.513791392362,2.09064302384,23.93e44
1.01591047043,2.58853429156,5.24e44
0.794100994584,2.2679070395,3.81e44
0.526744965299,2.19199510884,5.71e44
0.607103767705,2.1417228088,7.79e44
0.744102888997,2.13572724285,8.55e44
0.261177392494,1.23084528013,7.04e44
0.641920831872,2.16509124427,3.32e44
0.266303423928,1.13136815805,5.01e44
0.381818392816,1.1659031094,13.77e44
0.515325575674,2.17128802563,7.08e44
0.518960553641,2.00006156738,61.52e44
0.787101118822,2.05877922051,4.95e44
0.530989195453,2.05885850874,8.10e44
0.74285855821,2.35527769547,12.58e44
0.656394533907,2.23552589431,3.64e44
0.472881803545,2.03017718745,22.37e44
0.205481231065,1.19064442437,8.86e44
0.942472225536,2.29470418828,21.42e44
0.524764690268,2.04510261243,10.26e44
0.396884094449,1.96229514922,2.58e44
5.61837742936,46.4333509452,4.90e44
0.445297486776,1.91482238389,13.90e44
0.793243573949,2.37421923977,2.73e44
0.707443260674,2.13017449748,2.97e44
0.688906212058,2.02683658976,14.42e44
0.80549861236,2.21985774734,10.07e44
1.32905305501,2.61451570389,24.27e44
0.512342188712,2.01012052222,9.92e44
0.845991391534,2.28949030267,4.30e44
0.972262913378,2.46318074355,8.22e44
0.743441726524,2.03486287012,4.27e44
0.788477927958,2.22475350087,5.44e44
0.905076326843,2.31273732904,10.96e44
0.639546035717,2.18982429828,5.04e44
0.943547942829,2.45955417819,9.92e44
0.797874278315,2.5198153327,7.46e44
0.660476881904,2.07808260166,8.41e44
0.4318028434,2.02791477425,3.72e44
0.476853529557,1.16794261636,2.54e44
0.764590255095,2.03350511337,2.67e44
0.85599848732,2.04415451733,6.33e44
0.760703039244,2.14223607305,4.60e44
0.40142662705,1.0846966586,
0.450715833865,2.12954933714,
0.654735099008,2.40081295091,
0.646706937419,2.34218310164,
1.39440260009,2.52898823103,
0.598097730849,2.1887187206,
0.468889198274,1.83683577399,
0.782743501945,2.23434461283,
0.500959470129,2.15743701416,
0.722117876694,2.21114142556,
