A,B
1.45561039871,28.60e44
0.943961802668,4.12e44
0.443117947778,3.03e44
2.37035343343,7.53e44
0.432794818208,7.45e44
1.42385546492,2.67e44
0.4931368634,10.99e44
 2.17553904188,10.21e44
2.27413362413,2.22e44
1.20239906714,5.01e44
1.16142236702,14.18e44
0.632150222303,7.30e44
0.627928292003,15.40e44
1.21055925399,2.92e44
1.66032687567,9.16e44
1.61106959679,9.55e44
0.181643410115,20.08e44
1.2047872639,4.54e44
0.450552025315,4.58e44
0.682329661944,20.06e44
0.554828761293,8.77e44
1.12794428628,110.57e44
1.68375743285,4.83e44
6.34653333148,6.98e44
0.596994081561,4.91e44
3.01883910584,7.67e44
1.58256462262,15.04e44
1.28379206948,23.93e44
0.331009704156,5.24e44
0.697795156963,3.81e44
1.95465227099,5.71e44
1.4169151978,7.79e44
0.827122213264,8.55e44
0.721771974003,7.04e44
0.833613850681,3.32e44
0.14126056398,5.01e44
0.287050639008,13.77e44
0.434024824575,7.08e44
0.448946927675,61.52e44
1.09073229804,4.95e44
0.873560005998,8.10e44
0.616649650663,12.58e44
0.50143079945,3.64e44
1.5611320561,22.37e44
0.745743127466,8.86e44
0.181477770508,21.42e44
0.672253399877,10.26e44
19.5413509237,2.58e44
0.0920296593089,4.90e44
0.705397767442,13.90e44
0.825367001594,2.73e44
0.520885369986,2.97e44
0.22775747744,14.42e44
0.540812739668,10.07e44
0.802233356384,24.27e44
2.52098268696,9.92e44
1.73229470056,4.30e44
1.69165419711,8.22e44
0.728834335876,4.27e44
0.983127930931,5.44e44
0.816103340526,10.96e44
1.5485066399,5.04e44
1.60066188447,9.92e44
0.328553676262,7.46e44
1.94763077341,8.41e44
0.432688611582,3.72e44
0.905031373717,2.54e44
0.647546972241,2.67e44
0.578480314914,6.33e44
1.06284868099,4.60e44
0.199487105584,
0.596811790569,
0.560681857197,
1.26145497517,
1.74826265085,
1.12718791783,
0.516945194734,
0.616203952843,
0.401092312256,
0.401092312256,
